request_number,industry,gender,nation,model
1373,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1374,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1375,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1376,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1377,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1378,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1379,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1380,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1381,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1382,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1383,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1384,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1385,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1386,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1387,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1388,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1389,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1390,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1391,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1392,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1393,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1394,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1395,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1396,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1397,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1398,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1399,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1400,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1401,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1402,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1403,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1404,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1405,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1406,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1407,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1408,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1409,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1410,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1411,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1412,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1413,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1414,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1415,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1416,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1417,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1418,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1419,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1420,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1421,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1422,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1423,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1424,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1425,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1426,"Social Services, Health, Beauty Care",female,default,x-ai/grok-3-mini-beta
1427,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1428,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1429,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1430,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1431,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1432,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1433,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1434,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1435,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1436,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1437,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1438,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1439,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1440,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1441,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1442,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1443,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1444,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1445,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1446,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1447,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1448,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1449,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1450,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1451,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1452,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1453,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1454,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1455,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1456,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1457,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1458,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1459,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1460,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1461,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1462,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1463,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1464,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1465,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1466,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1467,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1468,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1469,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1470,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1471,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1472,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1473,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1474,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1475,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1476,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1477,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1478,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1479,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1480,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1481,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1482,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1483,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1484,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1485,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1486,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1487,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1488,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1489,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1490,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1491,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1492,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1493,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1494,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1495,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1496,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1497,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
1498,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,x-ai/grok-3-mini-beta
1499,"Science, Education, Research and Development",female,default,x-ai/grok-3-mini-beta
